pdf_color_group,sub_asset,screen_rank,etf_ticker,name,current_v31_score,ETF_RS_20D,ETF_RS_60D,MA60_breadth,HP90_share
해외주식_지수,overseas_equity_index,68,291130.KS,ACE 멕시코MSCI(합성),0.1848143399319043,-0.0565301134860638,-0.1804759352412284,,
해외주식_섹터,overseas_equity_sector,69,453650.KS,KODEX 미국S&P500금융,0.1792078593894831,-0.102484859909991,-0.1890244357899448,0.6469648729478807,0.4385437412198751
해외주식_지수,overseas_equity_index,70,105010.KS,TIGER 라틴35,0.1691925605039299,-0.1197495575189925,-0.1702009651316625,,
해외주식_섹터,overseas_equity_sector,71,218420.KS,KODEX 미국S&P500에너지(합성),0.1672590346891658,-0.1434392114667452,-0.1927023636796501,,
해외주식_지수,overseas_equity_index,74,283580.KS,KODEX 차이나CSI300,0.1180349540260901,-0.062452898073378,-0.1102257396570176,1.0,
해외주식_섹터,overseas_equity_sector,75,453630.KS,KODEX 미국S&P500필수소비재,0.0996429112603923,-0.0731393349196771,-0.219430438228812,0.4118662174119081,0.3880567834070484
국내주식_섹터,domestic_equity_sector,76,325010.KS,KODEX 성장주,0.093010064258496,-0.0133119701976034,0.0291191326555471,0.4670010402474186,0.1118458612513093
해외주식_지수,overseas_equity_index,77,245710.KS,ACE 베트남VN30(합성),0.0557231182888871,-0.0938290268401207,-0.1759276320779721,,
해외주식_섹터,overseas_equity_sector,79,460660.KS,RISE 미국S&P배당킹,-0.0081894725836315,-0.0818579191382935,-0.2231549368124343,0.3478194819959375,0.3611746682130917
해외주식_섹터,overseas_equity_sector,84,429000.KS,TIGER 미국S&P500배당귀족,-0.0623074340100579,-0.0800074437391427,-0.2229422076146432,0.2806150493724638,0.3426762607298952
해외주식_섹터,overseas_equity_sector,87,463690.KS,KODEX 미국S&P500커뮤니케이션,-0.1078677239330223,-0.0762656359688296,-0.1856567543082703,0.1697067331907731,0.3225487398127309
해외주식_지수,overseas_equity_index,88,261920.KS,ACE 필리핀MSCI(합성),-0.1940631583843792,-0.1045120686668323,-0.3090928639605518,,
국내주식_지수,domestic_equity_index,89,302450.KS,RISE 코스피,-0.1952260774166101,-0.0670177626504051,-0.1021182382403798,0.4581102503514523,0.2158763442470741
국내주식_지수,domestic_equity_index,90,277630.KS,TIGER 코스피,-0.2048055949381917,-0.0680296765598857,-0.1081551644304661,0.458239352527535,0.2155866171183153
국내주식_지수,domestic_equity_index,91,328370.KS,PLUS 코스피TR,-0.206444072447128,-0.0743210285349944,-0.1021235016894834,0.4488173457883285,0.2407333876282893
